,Statute,OffenseDescription,OffenseDescription2,OffenseType
23082,720 54/21-1.3-A,Criminal damage to property,Criminal damage to property/institutional vandalism,Propert offense
23083,720 55-4-C,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23084,720 55.0/16-25A1,Retail theft,Retail theft,Propert offense
23085,720 55/16-1-A-1,Theft,Theft,Propert offense
23086,720 55/4-C,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23087,720 55/5-D,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23088,720 550 /5-D,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23089,720 550 4 (A),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23090,720 550 4 D,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23091,720 550 4 F,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23092,720 550 4-F,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23093,720 550 4(A),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23094,720 550 4(B),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23095,720 550 4(C),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23096,720 550 4/(C),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23097,720 550 4/A,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23098,720 550 4/B,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23099,720 550 4A,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23100,720 550 4F,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23101,720 550 4G,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23102,720 550 5-C,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23103,720 550 5-D,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23104,720 550 5.1,Cannabis trafficking,Cannabis/controlled substance trafficking or drug conspiracy,Drug offense
23105,720 550 5.2 C,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23106,720 550 5/(C),Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23107,720 550 5B,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23108,720 550 5D,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23109,720 550 5G,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23110,720 550-4-A,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23111,720 550-4-B,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23112,720 550-4-C,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23113,720 550-4-D,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23114,720 550-4-E,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23115,720 550-4(A),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23116,720 550-40B,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23117,720 550-4A,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23118,720 550-4B,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23119,720 550-4C,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23120,720 550-5-A,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23121,720 550-5-C,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23122,720 550-5-D,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23123,720 550-5.-B,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23124,720 550-B,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23125,720 550./4-C,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23126,720 550.0-4-A,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23127,720 550.0/-E,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23128,720 550.0/4 D,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23129,720 550.0/4-A,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23130,720 550.0/4-A  OUT COUNTY WARRANT,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23131,720 550.0/4-B,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23132,720 550.0/4-C,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23133,720 550.0/4-D,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23134,720 550.0/4-E,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23135,720 550.0/4-G,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23136,720 550.0/4.5-A,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23137,720 550.0/4.C,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23138,720 550.0/4(A),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23139,720 550.0/4B,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23140,720 550.0/4C,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23141,720 550.0/4D,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23142,720 550.0/4E,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23143,720 550.0/5-(D),Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23144,720 550.0/5-B,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23145,720 550.0/5-C,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23146,720 550.0/5-D,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23147,720 550.0/5-E,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23148,720 550.0/5-F,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23149,720 550.0/5-G,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23150,720 550.0/5.2-B,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23151,720 550.0/5.2-C,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23152,720 550.0/5.2-D,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23153,720 550.0/E,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23154,720 550.04-A,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense
23155,720 550.04/-C,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23156,720 550.04/B,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23157,720 550.4A,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23158,720 550.5-D,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23159,720 550.A,Other offense,Other public order offense,Public order offense
23160,720 550/ 4 (A),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23161,720 550/ 4(B),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23162,720 550/1-4-B,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23163,720 550/13-C,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23164,720 550/4,Possession of a controlled substance,Possession of cannabis/controlled substance,Drug offense
23165,720 550/4 (A),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23166,720 550/4 (C),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23167,720 550/4 B,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23168,720 550/4 C,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23169,720 550/4 D,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23170,720 550/4 E,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23171,720 550/4-(A),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23172,720 550/4-(B),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23173,720 550/4-0,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23174,720 550/4-1,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23175,720 550/4-6,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23176,720 550/4-A,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23177,720 550/4-A-A,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23178,720 550/4-A6-A-1,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23179,720 550/4-B,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23180,720 550/4-C,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23181,720 550/4-C2,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23182,720 550/4-D,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23183,720 550/4-E,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23184,720 550/4-F,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23185,720 550/4-G,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23186,720 550/4.0(A),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23187,720 550/4.0(C),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23188,720 550/4(A),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23189,720 550/4(A) CL730253,Moving or vehicle violation,Other vehicle-related offense,DUI/vehicle offense
23190,720 550/4(A)(5)(D),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23191,720 550/4(A)/L04001189,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23192,720 550/4(B),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23193,720 550/4(C),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23194,720 550/4(C)-A,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23195,720 550/4(D),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23196,720 550/4(E),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23197,720 550/4(F),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23198,720 550/4(G),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23199,720 550/4/(C),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23200,720 550/4/B,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23201,720 550/4/C,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23202,720 550/40-D,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23203,720 550/402-A,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23204,720 550/4A,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23205,720 550/4B,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23206,720 550/4B 4B,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23207,720 550/4C,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23208,720 550/4D,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23209,720 550/4E,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23210,720 550/4G,Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23211,720 550/5 (C),Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23212,720 550/5 4(C),Possession of cannabis,Possession of cannabis/controlled substance,Drug offense
23213,720 550/5 C,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23214,720 550/5 D,Manufacture/delivery of cannabis,Manufacture/delivery of cannabis/controlled substance,Drug offense
23215,720 550/5-1(A),Cannabis trafficking,Cannabis/controlled substance trafficking or drug conspiracy,Drug offense
23216,720 550/5-5,Manufacture/delivery of a controlled substance,Manufacture/delivery of cannabis/controlled substance,Drug offense
